Pallet: "pallet_membership", Extrinsic: "add_member", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
m,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
83,10250,1213,0,0,0,0,0
83,10255,1180,0,0,0,0,0
83,10668,1222,0,0,0,0,0
83,10478,1253,0,0,0,0,0
83,10393,1237,0,0,0,0,0
83,10216,1266,0,0,0,0,0
83,10290,1212,0,0,0,0,0
83,10438,1185,0,0,0,0,0
83,10147,1214,0,0,0,0,0
83,10202,1235,0,0,0,0,0
83,10385,1232,0,0,0,0,0
83,10147,1174,0,0,0,0,0
83,10274,1167,0,0,0,0,0
84,11219,1486,0,0,0,0,0
84,10462,1311,0,0,0,0,0
84,10290,1314,0,0,0,0,0
84,10479,1224,0,0,0,0,0
84,10426,1269,0,0,0,0,0
84,10269,1275,0,0,0,0,0
84,10453,1545,0,0,0,0,0
84,10235,1362,0,0,0,0,0
84,10460,1327,0,0,0,0,0
84,10289,1344,0,0,0,0,0
84,10425,1271,0,0,0,0,0
84,10429,1293,0,0,0,0,0
84,10525,1318,0,0,0,0,0
84,10408,1249,0,0,0,0,0
84,10252,1347,0,0,0,0,0
84,10424,1323,0,0,0,0,0
84,10097,1301,0,0,0,0,0
84,10219,1295,0,0,0,0,0
84,10244,1296,0,0,0,0,0
84,10245,1334,0,0,0,0,0
85,11031,1376,0,0,0,0,0
85,10669,1203,0,0,0,0,0
85,10481,1252,0,0,0,0,0
85,10498,1201,0,0,0,0,0
85,10472,1274,0,0,0,0,0
85,10576,1205,0,0,0,0,0
85,10315,1260,0,0,0,0,0
85,10307,1282,0,0,0,0,0
85,10566,1250,0,0,0,0,0
85,10536,1204,0,0,0,0,0
85,10563,1199,0,0,0,0,0
85,10441,1194,0,0,0,0,0
85,10360,1483,0,0,0,0,0
85,10571,1286,0,0,0,0,0
85,10461,1259,0,0,0,0,0
85,10154,1272,0,0,0,0,0
85,10488,1263,0,0,0,0,0
85,10392,1277,0,0,0,0,0
85,10393,1193,0,0,0,0,0
85,10341,1191,0,0,0,0,0
86,11000,1412,0,0,0,0,0
86,10873,1269,0,0,0,0,0
86,10808,1232,0,0,0,0,0
86,10676,1200,0,0,0,0,0
86,10591,1195,0,0,0,0,0
86,10618,1221,0,0,0,0,0
86,10528,1262,0,0,0,0,0
86,10446,1250,0,0,0,0,0
86,10707,1250,0,0,0,0,0
86,10572,1229,0,0,0,0,0
86,10715,1226,0,0,0,0,0
86,10527,1229,0,0,0,0,0
86,10585,1218,0,0,0,0,0
86,10614,1246,0,0,0,0,0
86,10416,1279,0,0,0,0,0
86,10481,1174,0,0,0,0,0
86,10584,1152,0,0,0,0,0
86,10501,1240,0,0,0,0,0
86,18347,1323,0,0,0,0,0
86,10721,1223,0,0,0,0,0
87,11346,1520,0,0,0,0,0
87,10876,1338,0,0,0,0,0
87,10610,1293,0,0,0,0,0
87,10587,1301,0,0,0,0,0
87,10595,1264,0,0,0,0,0
87,10655,1307,0,0,0,0,0
87,10797,1288,0,0,0,0,0
87,10658,1198,0,0,0,0,0
87,10788,1297,0,0,0,0,0
87,10698,1309,0,0,0,0,0
87,10699,1226,0,0,0,0,0
87,10568,1243,0,0,0,0,0
87,10484,1260,0,0,0,0,0
87,10899,1219,0,0,0,0,0
87,10574,1287,0,0,0,0,0
87,10923,1281,0,0,0,0,0
87,10773,1251,0,0,0,0,0
87,10576,1301,0,0,0,0,0
87,10625,1248,0,0,0,0,0
87,10791,1273,0,0,0,0,0
88,18428,1443,0,0,0,0,0
88,10586,1310,0,0,0,0,0
88,10409,1306,0,0,0,0,0
88,10645,1265,0,0,0,0,0
88,10642,1230,0,0,0,0,0
88,10458,1205,0,0,0,0,0
88,10627,1263,0,0,0,0,0
88,10726,1302,0,0,0,0,0
88,10623,1342,0,0,0,0,0
88,10831,1243,0,0,0,0,0
88,10803,1263,0,0,0,0,0
88,10493,1261,0,0,0,0,0
88,10665,1288,0,0,0,0,0
88,10451,1252,0,0,0,0,0
88,10636,1303,0,0,0,0,0
88,10455,1232,0,0,0,0,0
88,10457,1227,0,0,0,0,0
88,10545,1250,0,0,0,0,0
88,10586,1280,0,0,0,0,0
88,10594,1275,0,0,0,0,0
89,11185,1400,0,0,0,0,0
89,10886,1288,0,0,0,0,0
89,10798,1274,0,0,0,0,0
89,10956,1272,0,0,0,0,0
89,10757,1203,0,0,0,0,0
89,10924,1291,0,0,0,0,0
89,11085,1324,0,0,0,0,0
89,10671,1267,0,0,0,0,0
89,10818,1266,0,0,0,0,0
89,10715,1253,0,0,0,0,0
89,10893,1215,0,0,0,0,0
89,10970,1256,0,0,0,0,0
89,10684,1259,0,0,0,0,0
89,10694,1241,0,0,0,0,0
89,10920,1201,0,0,0,0,0
89,10787,1266,0,0,0,0,0
89,10898,1239,0,0,0,0,0
89,10650,1250,0,0,0,0,0
89,10900,1232,0,0,0,0,0
89,10888,1266,0,0,0,0,0
90,11302,1420,0,0,0,0,0
90,11113,1238,0,0,0,0,0
90,10768,1296,0,0,0,0,0
90,11134,1194,0,0,0,0,0
90,10701,1250,0,0,0,0,0
90,10863,1196,0,0,0,0,0
90,10611,1297,0,0,0,0,0
90,10734,1184,0,0,0,0,0
90,10802,1219,0,0,0,0,0
90,10764,1236,0,0,0,0,0
90,10908,1192,0,0,0,0,0
90,11147,1279,0,0,0,0,0
90,10839,1258,0,0,0,0,0
90,10709,1255,0,0,0,0,0
90,10815,1268,0,0,0,0,0
90,10807,1265,0,0,0,0,0
90,10761,1265,0,0,0,0,0
90,10825,1248,0,0,0,0,0
90,10747,1297,0,0,0,0,0
90,10714,1218,0,0,0,0,0
91,11569,1451,0,0,0,0,0
91,11225,1307,0,0,0,0,0
91,10941,1302,0,0,0,0,0
91,10951,1323,0,0,0,0,0
91,10897,1302,0,0,0,0,0
91,10957,1312,0,0,0,0,0
91,10775,1321,0,0,0,0,0
91,10865,1321,0,0,0,0,0
91,10873,1321,0,0,0,0,0
91,11206,1312,0,0,0,0,0
91,10886,1305,0,0,0,0,0
91,10906,1313,0,0,0,0,0
91,10902,1297,0,0,0,0,0
91,10844,1261,0,0,0,0,0
91,10839,1307,0,0,0,0,0
91,10819,1477,0,0,0,0,0
91,10880,1256,0,0,0,0,0
91,10758,1291,0,0,0,0,0
91,10987,1212,0,0,0,0,0
91,10935,1249,0,0,0,0,0
92,11634,1428,0,0,0,0,0
92,11190,1279,0,0,0,0,0
92,11208,1280,0,0,0,0,0
92,11028,1235,0,0,0,0,0
92,11070,1264,0,0,0,0,0
92,10878,1250,0,0,0,0,0
92,10922,1243,0,0,0,0,0
92,11109,1273,0,0,0,0,0
92,10803,1218,0,0,0,0,0
92,11060,1230,0,0,0,0,0
92,10892,1230,0,0,0,0,0
92,10944,1246,0,0,0,0,0
92,11076,1207,0,0,0,0,0
92,10959,1244,0,0,0,0,0
92,10875,1209,0,0,0,0,0
92,10997,1226,0,0,0,0,0
92,11065,1264,0,0,0,0,0
92,10804,1213,0,0,0,0,0
92,10881,1262,0,0,0,0,0
92,10775,1239,0,0,0,0,0
93,12023,1449,0,0,0,0,0
93,11487,1349,0,0,0,0,0
93,11195,1232,0,0,0,0,0
93,11326,1307,0,0,0,0,0
93,10976,1278,0,0,0,0,0
93,11243,1291,0,0,0,0,0
93,10892,1244,0,0,0,0,0
93,11137,1286,0,0,0,0,0
93,11122,1305,0,0,0,0,0
93,11057,1240,0,0,0,0,0
93,11148,1212,0,0,0,0,0
93,11121,1244,0,0,0,0,0
93,11065,1249,0,0,0,0,0
93,11171,1232,0,0,0,0,0
93,11049,1286,0,0,0,0,0
93,11076,1271,0,0,0,0,0
93,10817,1281,0,0,0,0,0
93,10998,1293,0,0,0,0,0
93,11019,1275,0,0,0,0,0
93,11072,1256,0,0,0,0,0
94,11946,1643,0,0,0,0,0
94,11330,1336,0,0,0,0,0
94,11243,1328,0,0,0,0,0
94,10794,1285,0,0,0,0,0
94,11184,1306,0,0,0,0,0
94,11087,1266,0,0,0,0,0
94,11134,1285,0,0,0,0,0
94,11132,1230,0,0,0,0,0
94,10985,1311,0,0,0,0,0
94,11099,1311,0,0,0,0,0
94,10935,1236,0,0,0,0,0
94,11047,1219,0,0,0,0,0
94,11019,1272,0,0,0,0,0
94,11285,1316,0,0,0,0,0
94,11156,1278,0,0,0,0,0
94,10806,1262,0,0,0,0,0
94,10887,1203,0,0,0,0,0
94,10941,1270,0,0,0,0,0
94,11135,1288,0,0,0,0,0
94,10993,1261,0,0,0,0,0
95,11760,1430,0,0,0,0,0
95,11077,1287,0,0,0,0,0
95,11219,1265,0,0,0,0,0
95,11075,1191,0,0,0,0,0
95,11041,1225,0,0,0,0,0
95,11321,1290,0,0,0,0,0
95,11061,1249,0,0,0,0,0
95,10944,1295,0,0,0,0,0
95,11096,1243,0,0,0,0,0
95,11285,1186,0,0,0,0,0
95,11038,1262,0,0,0,0,0
95,10987,1260,0,0,0,0,0
95,11019,1276,0,0,0,0,0
95,11164,1193,0,0,0,0,0
95,10982,1200,0,0,0,0,0
95,11276,1246,0,0,0,0,0
95,11099,1223,0,0,0,0,0
95,11269,1240,0,0,0,0,0
95,11091,1174,0,0,0,0,0
95,10997,1241,0,0,0,0,0
96,11681,1430,0,0,0,0,0
96,11332,1385,0,0,0,0,0
96,11184,1292,0,0,0,0,0
96,11361,1194,0,0,0,0,0
96,11318,1314,0,0,0,0,0
96,11169,1287,0,0,0,0,0
96,11184,1214,0,0,0,0,0
96,11293,1230,0,0,0,0,0
96,16875,1318,0,0,0,0,0
96,11277,1228,0,0,0,0,0
96,11292,1260,0,0,0,0,0
96,11323,1208,0,0,0,0,0
96,11048,1295,0,0,0,0,0
96,11383,1234,0,0,0,0,0
96,11141,1259,0,0,0,0,0
96,11264,1252,0,0,0,0,0
96,11366,1233,0,0,0,0,0
96,11320,1240,0,0,0,0,0
96,10983,1192,0,0,0,0,0
96,11029,1248,0,0,0,0,0
97,12134,1448,0,0,0,0,0
97,11457,1308,0,0,0,0,0
97,11387,1285,0,0,0,0,0
97,11138,1286,0,0,0,0,0
97,11374,1254,0,0,0,0,0
97,11441,1251,0,0,0,0,0
97,11323,1228,0,0,0,0,0
97,11227,1257,0,0,0,0,0
97,11493,1262,0,0,0,0,0
97,11385,1264,0,0,0,0,0
97,11302,1221,0,0,0,0,0
97,11035,2249,0,0,0,0,0
97,11336,1279,0,0,0,0,0
97,11418,1269,0,0,0,0,0
97,11419,1260,0,0,0,0,0
97,11244,1266,0,0,0,0,0
97,11098,1228,0,0,0,0,0
97,11117,1229,0,0,0,0,0
97,11165,1248,0,0,0,0,0
97,11343,1300,0,0,0,0,0
98,12108,1466,0,0,0,0,0
98,11746,1297,0,0,0,0,0
98,11510,1345,0,0,0,0,0
98,11642,1277,0,0,0,0,0
98,11324,1316,0,0,0,0,0
98,11311,1299,0,0,0,0,0
98,11451,1248,0,0,0,0,0
98,11351,1308,0,0,0,0,0
98,11529,1256,0,0,0,0,0
98,11295,1267,0,0,0,0,0
98,11336,1234,0,0,0,0,0
98,11385,1218,0,0,0,0,0
98,11537,1252,0,0,0,0,0
98,11290,1249,0,0,0,0,0
98,11482,1397,0,0,0,0,0
98,11618,1256,0,0,0,0,0
98,11540,1260,0,0,0,0,0
98,11569,1232,0,0,0,0,0
98,11239,1266,0,0,0,0,0
98,11215,1283,0,0,0,0,0
99,11926,1415,0,0,0,0,0
99,11414,1293,0,0,0,0,0
99,11390,1308,0,0,0,0,0
99,11203,1215,0,0,0,0,0
99,11202,1214,0,0,0,0,0
99,11300,1229,0,0,0,0,0
99,11291,1229,0,0,0,0,0
99,11597,1248,0,0,0,0,0
99,11223,1262,0,0,0,0,0
99,11187,1214,0,0,0,0,0
99,11252,1153,0,0,0,0,0
99,11338,1215,0,0,0,0,0
99,11171,1211,0,0,0,0,0
99,11501,1231,0,0,0,0,0
99,11415,1176,0,0,0,0,0
99,11247,1224,0,0,0,0,0
99,11468,1160,0,0,0,0,0
99,11230,1362,0,0,0,0,0
99,11630,1261,0,0,0,0,0
99,11292,1208,0,0,0,0,0
100,11737,1441,0,0,0,0,0
100,11257,1236,0,0,0,0,0
100,11117,1240,0,0,0,0,0
100,11261,1290,0,0,0,0,0
100,10899,1234,0,0,0,0,0
100,11051,1196,0,0,0,0,0
100,10827,1278,0,0,0,0,0
100,10871,1252,0,0,0,0,0
100,10916,1217,0,0,0,0,0
100,10961,1246,0,0,0,0,0
100,10875,1238,0,0,0,0,0
100,11022,1185,0,0,0,0,0
100,10963,1231,0,0,0,0,0
100,10989,1250,0,0,0,0,0
100,11345,1210,0,0,0,0,0
100,10982,1244,0,0,0,0,0
100,10974,1246,0,0,0,0,0
100,11113,1174,0,0,0,0,0
100,10816,1212,0,0,0,0,0
100,11024,1227,0,0,0,0,0

Raw Storage Info
========
Storage: TechnicalMembership Members (r:1 w:0)
Storage: TechnicalMembership Prime (r:0 w:1)
Storage: TechnicalCommittee Prime (r:0 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    4.584
    + m     0.07
              µs

Reads = 1 + (0 * m)
Writes = 2 + (0 * m)

Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    m   mean µs  sigma µs       %
    1     4.386     0.044    1.0%
    2     4.559     0.032    0.7%
    3     4.633     0.057    1.2%
    4     4.876      0.03    0.6%
    5     4.822     0.033    0.6%
    6     4.817     0.037    0.7%
    7     4.927     0.038    0.7%
    8     5.185     0.036    0.6%
    9     5.212     0.048    0.9%
   10     5.184     0.068    1.3%
   11     5.308     0.029    0.5%
   12     5.288     0.055    1.0%
   13     5.495     0.052    0.9%
   14     5.535     0.039    0.7%
   15     5.527     0.028    0.5%
   16     5.611     0.026    0.4%
   17     5.687     0.028    0.4%
   18      5.82     0.042    0.7%
   19     5.756     0.043    0.7%
   20     5.939     0.047    0.7%
   21     5.966     0.055    0.9%
   22     6.004     0.051    0.8%
   23     6.075     0.025    0.4%
   24     6.234     0.045    0.7%
   25     6.191     0.027    0.4%
   26     6.323     0.045    0.7%
   27     6.294     0.026    0.4%
   28     6.321     0.048    0.7%
   29     6.393     0.043    0.6%
   30      6.55      0.04    0.6%
   31     6.447     0.047    0.7%
   32     6.677     0.068    1.0%
   33     7.218     0.055    0.7%
   34      7.39     0.079    1.0%
   35     7.366     0.103    1.3%
   36     7.312     0.047    0.6%
   37     7.644     0.069    0.9%
   38     7.504     0.039    0.5%
   39     7.634     0.065    0.8%
   40     7.637     0.046    0.6%
   41     7.759     0.063    0.8%
   42     7.632     0.081    1.0%
   43     7.762     0.042    0.5%
   44     7.874     0.105    1.3%
   45     7.899     0.045    0.5%
   46     7.971     0.089    1.1%
   47      8.05     0.054    0.6%
   48     8.116     0.045    0.5%
   49     8.168     0.053    0.6%
   50     8.325     0.055    0.6%
   51     8.319     0.037    0.4%
   52     8.439     0.039    0.4%
   53     8.462      0.06    0.7%
   54     8.513     0.053    0.6%
   55     8.586     0.047    0.5%
   56     8.565     0.054    0.6%
   57      8.72     0.059    0.6%
   58     8.721     0.103    1.1%
   59     9.054     0.038    0.4%
   60     9.021      0.05    0.5%
   61     9.005     0.061    0.6%
   62     9.052     0.057    0.6%
   63     9.126     0.064    0.7%
   64     9.295     0.049    0.5%
   65     9.242     0.072    0.7%
   66      9.37     0.058    0.6%
   67     9.553     0.068    0.7%
   68     9.357     0.049    0.5%
   69     9.548     0.035    0.3%
   70      9.52     0.077    0.8%
   71     9.666     0.053    0.5%
   72     9.551     0.086    0.9%
   73     9.687     0.039    0.4%
   74     9.762     0.065    0.6%
   75     9.858     0.112    1.1%
   76     9.865     0.049    0.4%
   77     10.02     0.055    0.5%
   78     9.956     0.057    0.5%
   79     10.12     0.075    0.7%
   80     10.13     0.041    0.4%
   81     10.25     0.078    0.7%
   82     10.41     0.046    0.4%
   83     10.34     0.078    0.7%
   84     10.36     0.076    0.7%
   85     10.47     0.052    0.4%
   86     10.61     0.058    0.5%
   87     10.68     0.069    0.6%
   88     10.59     0.046    0.4%
   89     10.85     0.055    0.5%
   90     10.79     0.036    0.3%
   91      10.9     0.028    0.2%
   92     10.98     0.068    0.6%
   93      11.1      0.04    0.3%
   94     11.07      0.06    0.5%
   95     11.09     0.053    0.4%
   96     11.27     0.051    0.4%
   97     11.33     0.059    0.5%
   98     11.44     0.083    0.7%
   99     11.31     0.065    0.5%
  100     10.99     0.052    0.4%

Quality and confidence:
param     error
m             0

Model:
Time ~=    4.589
    + m     0.07
              µs

Reads = 1 + (0 * m)
Writes = 2 + (0 * m)

Pallet: "pallet_membership", Extrinsic: "clear_prime", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
m,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
1,1775,1306,0,0,0,0,0
1,1676,1197,0,0,0,0,0
1,1578,1115,0,0,0,0,0
1,1503,1139,0,0,0,0,0
1,1546,1136,0,0,0,0,0
1,1535,1126,0,0,0,0,0
1,1596,1093,0,0,0,0,0
1,1697,1094,0,0,0,0,0
1,1650,1114,0,0,0,0,0
1,1468,1071,0,0,0,0,0
1,1596,1044,0,0,0,0,0
1,1627,1071,0,0,0,0,0
1,1545,1088,0,0,0,0,0
1,1488,1076,0,0,0,0,0
1,1543,1114,0,0,0,0,0
1,1548,1120,0,0,0,0,0
1,1543,1091,0,0,0,0,0
1,1546,1100,0,0,0,0,0
1,1581,1087,0,0,0,0,0
1,1577,1037,0,0,0,0,0
2,1993,1263,0,0,0,0,0
2,1622,1136,0,0,0,0,0
2,1654,1179,0,0,0,0,0
2,1559,1149,0,0,0,0,0
2,1519,1149,0,0,0,0,0
2,1714,1178,0,0,0,0,0
2,1517,1148,0,0,0,0,0
2,1601,1147,0,0,0,0,0
2,1720,1153,0,0,0,0,0
2,1604,1072,0,0,0,0,0
2,1584,1148,0,0,0,0,0
2,1629,1157,0,0,0,0,0
2,1616,1157,0,0,0,0,0
2,1604,1119,0,0,0,0,0
2,1593,1156,0,0,0,0,0
2,1615,1125,0,0,0,0,0
2,1634,1145,0,0,0,0,0
2,1598,1099,0,0,0,0,0
2,1671,1145,0,0,0,0,0
2,1579,1123,0,0,0,0,0
3,1906,1229,0,0,0,0,0
3,1726,1086,0,0,0,0,0
3,1658,1106,0,0,0,0,0
3,1642,1080,0,0,0,0,0
3,1602,1084,0,0,0,0,0
3,1537,1080,0,0,0,0,0
3,1539,1090,0,0,0,0,0
3,1535,1019,0,0,0,0,0
3,1532,1083,0,0,0,0,0
3,1531,1079,0,0,0,0,0
3,1534,1096,0,0,0,0,0
3,1485,1068,0,0,0,0,0
3,1546,1063,0,0,0,0,0
3,1644,1122,0,0,0,0,0
3,1509,1108,0,0,0,0,0
3,1568,1120,0,0,0,0,0
3,1578,1032,0,0,0,0,0
3,1614,1055,0,0,0,0,0
3,1595,1053,0,0,0,0,0
3,1539,1073,0,0,0,0,0
4,1886,1312,0,0,0,0,0
4,1615,1141,0,0,0,0,0
4,1544,1156,0,0,0,0,0
4,1513,1108,0,0,0,0,0
4,1507,1135,0,0,0,0,0
4,1854,1137,0,0,0,0,0
4,1593,1116,0,0,0,0,0
4,1550,1122,0,0,0,0,0
4,1577,1099,0,0,0,0,0
4,1572,1125,0,0,0,0,0
4,1467,1048,0,0,0,0,0
4,1501,1103,0,0,0,0,0
4,1512,1075,0,0,0,0,0
4,1555,1093,0,0,0,0,0
4,1552,1103,0,0,0,0,0
4,1497,1082,0,0,0,0,0
4,1487,1120,0,0,0,0,0
4,1598,1067,0,0,0,0,0
4,1494,1090,0,0,0,0,0
4,1519,1079,0,0,0,0,0
5,1795,1275,0,0,0,0,0
5,1556,1122,0,0,0,0,0
5,1582,1059,0,0,0,0,0
5,1519,1122,0,0,0,0,0
5,1552,1094,0,0,0,0,0
5,1518,1099,0,0,0,0,0
5,1464,1088,0,0,0,0,0
5,1555,1083,0,0,0,0,0
5,1575,1105,0,0,0,0,0
5,1565,1092,0,0,0,0,0
5,1571,1083,0,0,0,0,0
5,1531,1095,0,0,0,0,0
5,1487,1082,0,0,0,0,0
5,1486,1103,0,0,0,0,0
5,1480,1089,0,0,0,0,0
5,1469,1071,0,0,0,0,0
5,1502,1045,0,0,0,0,0
5,1501,1132,0,0,0,0,0
5,1607,1146,0,0,0,0,0
5,1447,1107,0,0,0,0,0
6,1933,1292,0,0,0,0,0
6,1655,1157,0,0,0,0,0
6,1644,1167,0,0,0,0,0
6,1516,1116,0,0,0,0,0
6,1605,1167,0,0,0,0,0
6,1522,1112,0,0,0,0,0
6,1624,1139,0,0,0,0,0
6,1578,1112,0,0,0,0,0
6,1562,1074,0,0,0,0,0
6,1555,1112,0,0,0,0,0
6,1576,1057,0,0,0,0,0
6,1615,1055,0,0,0,0,0
6,1578,1065,0,0,0,0,0
6,1664,1060,0,0,0,0,0
6,1574,1038,0,0,0,0,0
6,1518,1067,0,0,0,0,0
6,1565,1087,0,0,0,0,0
6,1663,1023,0,0,0,0,0
6,2350,1102,0,0,0,0,0
6,1522,1121,0,0,0,0,0
7,2084,1280,0,0,0,0,0
7,1750,1165,0,0,0,0,0
7,1640,1131,0,0,0,0,0
7,1576,1178,0,0,0,0,0
7,1621,1093,0,0,0,0,0
7,1496,1119,0,0,0,0,0
7,1534,1050,0,0,0,0,0
7,1604,1088,0,0,0,0,0
7,1463,1141,0,0,0,0,0
7,1626,1075,0,0,0,0,0
7,1588,1095,0,0,0,0,0
7,1519,1080,0,0,0,0,0
7,1483,1073,0,0,0,0,0
7,1473,1088,0,0,0,0,0
7,1543,1087,0,0,0,0,0
7,1514,1060,0,0,0,0,0
7,1354,2106,0,0,0,0,0
7,1577,1030,0,0,0,0,0
7,1563,1069,0,0,0,0,0
7,1534,1039,0,0,0,0,0
8,1885,1319,0,0,0,0,0
8,1736,1204,0,0,0,0,0
8,1615,1157,0,0,0,0,0
8,1615,1150,0,0,0,0,0
8,1567,1215,0,0,0,0,0
8,1597,1126,0,0,0,0,0
8,1518,1166,0,0,0,0,0
8,1457,1123,0,0,0,0,0
8,1488,1149,0,0,0,0,0
8,1489,1160,0,0,0,0,0
8,1446,1129,0,0,0,0,0
8,1587,1114,0,0,0,0,0
8,1464,1156,0,0,0,0,0
8,1494,1119,0,0,0,0,0
8,1821,1207,0,0,0,0,0
8,1547,1139,0,0,0,0,0
8,1556,1172,0,0,0,0,0
8,1524,1109,0,0,0,0,0
8,1588,1104,0,0,0,0,0
8,1543,1060,0,0,0,0,0
9,2009,1376,0,0,0,0,0
9,1618,1102,0,0,0,0,0
9,1598,1173,0,0,0,0,0
9,1584,1126,0,0,0,0,0
9,1554,1126,0,0,0,0,0
9,1536,1141,0,0,0,0,0
9,1607,1114,0,0,0,0,0
9,1518,1054,0,0,0,0,0
9,1542,1088,0,0,0,0,0
9,1567,1168,0,0,0,0,0
9,1616,1094,0,0,0,0,0
9,2660,1212,0,0,0,0,0
9,1683,1154,0,0,0,0,0
9,1538,1088,0,0,0,0,0
9,1510,1149,0,0,0,0,0
9,1483,1068,0,0,0,0,0
9,1512,1095,0,0,0,0,0
9,1437,1118,0,0,0,0,0
9,1516,1118,0,0,0,0,0
9,1486,1099,0,0,0,0,0
10,1888,1229,0,0,0,0,0
10,1601,1117,0,0,0,0,0
10,1599,1103,0,0,0,0,0
10,1508,1056,0,0,0,0,0
10,1536,1059,0,0,0,0,0
10,1583,1096,0,0,0,0,0
10,1578,1097,0,0,0,0,0
10,1618,1078,0,0,0,0,0
10,1554,1085,0,0,0,0,0
10,1670,1136,0,0,0,0,0
10,1486,1107,0,0,0,0,0
10,1512,1115,0,0,0,0,0
10,1515,1113,0,0,0,0,0
10,1355,1098,0,0,0,0,0
10,1612,1091,0,0,0,0,0
10,1337,1115,0,0,0,0,0
10,1497,1085,0,0,0,0,0
10,1504,1105,0,0,0,0,0
10,1530,1093,0,0,0,0,0
10,1495,1069,0,0,0,0,0
11,1950,1319,0,0,0,0,0
11,1662,1177,0,0,0,0,0
11,1568,1130,0,0,0,0,0
11,1531,1113,0,0,0,0,0
11,1616,1181,0,0,0,0,0
11,1676,1792,0,0,0,0,0
11,1678,1202,0,0,0,0,0
11,1579,1103,0,0,0,0,0
11,1562,1090,0,0,0,0,0
11,1547,1111,0,0,0,0,0
11,1514,1117,0,0,0,0,0
11,1584,1162,0,0,0,0,0
11,1569,1109,0,0,0,0,0
11,1680,1134,0,0,0,0,0
11,1647,1105,0,0,0,0,0
11,1532,1133,0,0,0,0,0
11,1516,1066,0,0,0,0,0
11,1536,1099,0,0,0,0,0
11,1549,1170,0,0,0,0,0
11,1534,1127,0,0,0,0,0
12,1854,1212,0,0,0,0,0
12,1666,1130,0,0,0,0,0
12,1978,1168,0,0,0,0,0
12,1675,1069,0,0,0,0,0
12,1593,1062,0,0,0,0,0
12,1554,1111,0,0,0,0,0
12,1566,1061,0,0,0,0,0
12,1567,1079,0,0,0,0,0
12,1563,1069,0,0,0,0,0
12,1519,1112,0,0,0,0,0
12,1571,1066,0,0,0,0,0
12,1591,1117,0,0,0,0,0
12,1571,1091,0,0,0,0,0
12,1523,1069,0,0,0,0,0
12,1609,1094,0,0,0,0,0
12,1608,1099,0,0,0,0,0
12,1524,1097,0,0,0,0,0
12,1505,1103,0,0,0,0,0
12,1557,1101,0,0,0,0,0
12,1553,1096,0,0,0,0,0
13,2014,1297,0,0,0,0,0
13,1641,1054,0,0,0,0,0
13,1682,1121,0,0,0,0,0
13,1608,1115,0,0,0,0,0
13,1579,1067,0,0,0,0,0
13,1716,1095,0,0,0,0,0
13,1587,1087,0,0,0,0,0
13,1578,1066,0,0,0,0,0
13,1688,1063,0,0,0,0,0
13,1620,1059,0,0,0,0,0
13,1558,1036,0,0,0,0,0
13,1564,1101,0,0,0,0,0
13,1494,1092,0,0,0,0,0
13,1515,1064,0,0,0,0,0
13,1592,1044,0,0,0,0,0
13,1568,1074,0,0,0,0,0
13,1594,1081,0,0,0,0,0
13,1566,1115,0,0,0,0,0
13,1567,1164,0,0,0,0,0
13,1552,1070,0,0,0,0,0
14,2159,1287,0,0,0,0,0
14,1695,1166,0,0,0,0,0
14,1634,1153,0,0,0,0,0
14,1676,1174,0,0,0,0,0
14,1629,1130,0,0,0,0,0
14,1579,1131,0,0,0,0,0
14,1613,1103,0,0,0,0,0
14,1564,1120,0,0,0,0,0
14,1572,1159,0,0,0,0,0
14,1575,1124,0,0,0,0,0
14,1538,1139,0,0,0,0,0
14,1583,1158,0,0,0,0,0
14,1578,1138,0,0,0,0,0
14,1585,1123,0,0,0,0,0
14,1627,1130,0,0,0,0,0
14,1526,1167,0,0,0,0,0
14,1571,1133,0,0,0,0,0
14,1573,1184,0,0,0,0,0
14,1545,1153,0,0,0,0,0
14,1522,1135,0,0,0,0,0
15,1892,1334,0,0,0,0,0
15,1690,1201,0,0,0,0,0
15,1636,1122,0,0,0,0,0
15,1624,1119,0,0,0,0,0
15,1587,1091,0,0,0,0,0
15,1568,1121,0,0,0,0,0
15,1524,1099,0,0,0,0,0
15,1619,1147,0,0,0,0,0
15,1621,1118,0,0,0,0,0
15,1574,1136,0,0,0,0,0
15,1599,1101,0,0,0,0,0
15,1601,1132,0,0,0,0,0
15,1548,1123,0,0,0,0,0
15,1525,1155,0,0,0,0,0
15,1468,1134,0,0,0,0,0
15,1526,1113,0,0,0,0,0
15,1540,1172,0,0,0,0,0
15,1681,1132,0,0,0,0,0
15,1548,1130,0,0,0,0,0
15,1523,1113,0,0,0,0,0
16,1928,1344,0,0,0,0,0
16,1599,1226,0,0,0,0,0
16,1586,1228,0,0,0,0,0
16,1553,1140,0,0,0,0,0
16,1558,1160,0,0,0,0,0
16,1533,1126,0,0,0,0,0
16,1607,1127,0,0,0,0,0
